,uri,first_artist_name,track_name,track_duration_ms,track_popularity,is_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Viral 50 - Global_37,spotify:track:4FAKtPVycI4DxoOHC01YqD,Yandel,Yandel 150,216148,81,True,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4
Viral 50 - Global_38,spotify:track:6odrHMSLjP3aOXC4ipKUC6,Yng Lvcas,La Bebe,223992,76,False,0.775,0.465,7,-8.365,0,0.365,0.609,3.23e-05,0.114,0.707,169.781,4
Viral 50 - Global_39,spotify:track:4Wlz0HsHZlJy0NDK2h6jq6,Babyface Ray,Ron Artest,153392,59,True,0.836,0.54,1,-8.629,1,0.327,0.158,0,0.302,0.277,121.979,4
Viral 50 - Global_40,spotify:track:0yUaLqhsVsguBpoOPL4cO7,Ice Spice,In Ha Mood,129360,77,True,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,4
Viral 50 - Global_41,spotify:track:5rm0I5FjhroFxGXgLvQS5R,Dj Miguel Muniz,Desce Talarica,109280,63,False,0.757,0.641,1,-8.464,1,0.109,0.0168,0.0129,0.0724,0.868,129.999,4
Viral 50 - Global_42,spotify:track:72MEldEAmz3WMJ2MkII3kP,Gery Gany,Sesaat Kau Hadir,199000,65,False,0.611,0.515,4,-7.936,1,0.0721,0.634,0,0.13,0.41,79.936,4
Viral 50 - Global_43,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,153946,91,False,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
Viral 50 - Global_44,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,Fuerza Regida,Bebe Dame,271861,78,False,0.529,0.602,7,-4.629,1,0.0458,0.299,0,0.0716,0.756,157.643,4
Viral 50 - Global_45,spotify:track:1DQXiBc8DqPfcdLVZkouhI,Stefano Lentini,‘O Mar For,199856,63,False,0.316,0.524,11,-7.713,0,0.0454,0.0384,0.000116,0.099,0.488,129.418,4
Viral 50 - Global_46,spotify:track:1khA4hwhZD4HMecyE1e9U1,Linda Ronstadt,Long Long Time,263400,66,False,0.427,0.192,9,-14.611,1,0.0285,0.795,2.55e-06,0.314,0.272,91.088,4
Viral 50 - Global_47,spotify:track:5mHdCZtVyb4DcJw8799hZp,RAYE,Escapism.,272373,69,True,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4
Viral 50 - Global_48,spotify:track:2Nt4eocAv9wi1vHshhSdpF,BLOK3,VUR,190270,74,False,0.613,0.566,1,-13.714,1,0.153,0.355,2e-05,0.121,0.697,143.011,4
Viral 50 - Global_49,spotify:track:73K33p4Vyz9koXGqmL5eFs,Sachet Tandon,Malang Sajna,161041,71,False,0.739,0.716,10,-4.964,1,0.037,0.232,0,0.33,0.871,113.943,4
Viral 50 - USA_0,spotify:track:761tGJAC4E2weJMJtNnl2B,Sleep Token,The Summoning,395716,72,False,0.391,0.711,10,-5.39,0,0.0403,0.00157,0.0042,0.0576,0.149,172.958,4
Viral 50 - USA_1,spotify:track:3196FTomYwgmYSSwqsm0d1,lucidbeatz,Let U Go,128039,53,False,0.759,0.261,9,-19.119,0,0.111,0.135,0.0158,0.0961,0.0387,135.042,3
Viral 50 - USA_2,spotify:track:1lF7uD9Yu2CL17a6tm4Tkh,Forrest Frank,no longer bound,173195,63,False,0.552,0.698,5,-7.223,1,0.188,0.0553,0,0.195,0.505,77.558,4
Viral 50 - USA_3,spotify:track:4yYi79a3MEQ0pCRCvuxcuU,Bonnie Raitt,Just Like That,305160,57,False,0.468,0.322,2,-10.028,1,0.0343,0.8,0.00164,0.098,0.256,80.694,4
Viral 50 - USA_4,spotify:track:6DHPLbudo5JXNdUlG7zDcC,Wyatt Flores,Please Don't Go,181498,63,False,0.683,0.554,6,-7.487,0,0.05,0.379,0.00011,0.0845,0.452,85.455,4
Viral 50 - USA_5,spotify:track:79uXvsyNG97zMLLq4bloRa,CIL,One More Shot,141184,57,True,0.765,0.435,8,-6.224,1,0.0381,0.715,0,0.0784,0.562,109.969,3
Viral 50 - USA_6,spotify:track:4Wlz0HsHZlJy0NDK2h6jq6,Babyface Ray,Ron Artest,153392,59,True,0.836,0.54,1,-8.629,1,0.327,0.158,0,0.302,0.277,121.979,4
Viral 50 - USA_7,spotify:track:65FftemJ1DbbZ45DUfHJXE,NewJeans,OMG,212253,89,False,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4
Viral 50 - USA_8,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,200454,100,False,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,4
Viral 50 - USA_9,spotify:track:2lWc1iJlz2NVcStV5fbtPG,BUNT.,Clouds,158760,59,False,0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,4
Viral 50 - USA_10,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,139560,85,True,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,4
Viral 50 - USA_11,spotify:track:26b3oVLrRUaaybJulow9kz,Libianca,People,184791,84,False,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,5
Viral 50 - USA_12,spotify:track:3VL3aSOA8O3b5iOVBkD9iD,jev.,where's the confetti?,200933,61,False,0.574,0.874,5,-4.922,0,0.174,0.0283,0,0.11,0.819,92.153,4
Viral 50 - USA_13,spotify:track:0yUaLqhsVsguBpoOPL4cO7,Ice Spice,In Ha Mood,129360,77,True,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,4
Viral 50 - USA_14,spotify:track:1KEv0es8xWsrPU7VSFiZym,Lumi Athena,SMOKE IT OFF!,120000,67,True,0.378,0.824,8,-6.482,1,0.159,0.000119,0,0.359,0.495,148.161,4
Viral 50 - USA_15,spotify:track:7rHbwSOzT6z2D26oMQk9xG,Sleep Token,Chokehold,304023,65,False,0.276,0.748,0,-5.704,1,0.0503,0.0273,6.63e-05,0.576,0.174,113.936,4
Viral 50 - USA_16,spotify:track:4a14AFVG1iMsLJnT4wj5Up,YN Jay,Perc & Sex,154932,67,True,0.597,0.483,0,-11.673,0,0.632,0.362,0.000138,0.17,0.285,124.452,5
Viral 50 - USA_17,spotify:track:6odrHMSLjP3aOXC4ipKUC6,Yng Lvcas,La Bebe,223992,76,False,0.775,0.465,7,-8.365,0,0.365,0.609,3.23e-05,0.114,0.707,169.781,4
Viral 50 - USA_18,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,Fuerza Regida,Bebe Dame,271861,78,False,0.529,0.602,7,-4.629,1,0.0458,0.299,0,0.0716,0.756,157.643,4
Viral 50 - USA_19,spotify:track:1khA4hwhZD4HMecyE1e9U1,Linda Ronstadt,Long Long Time,263400,66,False,0.427,0.192,9,-14.611,1,0.0285,0.795,2.55e-06,0.314,0.272,91.088,4
Viral 50 - USA_20,spotify:track:0m1L7kXouYgNJYtlJnncCl,Wonder Girls,Tell me (Sampling From `Two Of Hearts`),217000,59,False,0.792,0.924,6,-6.866,0,0.0327,0.104,0.000224,0.336,0.968,127.003,4
Viral 50 - USA_21,spotify:track:3RKjTYlQrtLXCq5ncswBPp,Baby Tate,"Hey, Mickey!",115555,81,False,0.912,0.507,2,-11.952,1,0.0587,0.579,0,0.167,0.725,134.978,4
Viral 50 - USA_22,spotify:track:6yJmxPGazR55GAQdyHPf6q,Pierce The Veil,Even When I’m Not With You,174146,54,False,0.307,0.623,5,-5.612,1,0.0287,0.00015,0,0.0913,0.346,168.904,4
Viral 50 - USA_23,spotify:track:1xs8bOvm3IzEYmcLJVOc34,Ayra Starr,Rush,185093,73,False,0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,4
Viral 50 - USA_24,spotify:track:7ekSJz0V4gXbrPndFAhLye,Samara Joy,Can't Get Out Of This Mood,222401,54,False,0.578,0.226,5,-11.004,1,0.0365,0.929,0,0.0941,0.486,133.45,4
Viral 50 - USA_25,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,Oscar Maydon,Fin de Semana,224920,85,False,0.699,0.541,0,-4.943,1,0.0826,0.0628,0,0.0916,0.365,98.395,4
Viral 50 - USA_26,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53",214945,96,False,0.778,0.632,2,-5.6,0,0.0493,0.274,0,0.0915,0.498,122.104,4
Viral 50 - USA_27,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,182887,79,False,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,3
Viral 50 - USA_28,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,153946,91,False,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
Viral 50 - USA_29,spotify:track:7x68OKWmVySSU51vSqHR5x,Zoe Osama,Underrated,155466,63,True,0.956,0.617,1,-7.526,1,0.267,0.148,0,0.141,0.739,101.991,4
Viral 50 - USA_30,spotify:track:4FAKtPVycI4DxoOHC01YqD,Yandel,Yandel 150,216148,81,True,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,4
Viral 50 - USA_31,spotify:track:5mHdCZtVyb4DcJw8799hZp,RAYE,Escapism.,272373,69,True,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4
Viral 50 - USA_32,spotify:track:6Um358vY92UBv5DloTRX9L,Carin Leon,Que Vuelvas,169418,87,False,0.491,0.643,10,-4.309,1,0.0442,0.187,0,0.109,0.779,162.469,4
Viral 50 - USA_33,spotify:track:2lujnKdLiRVjcueFs648AW,The Kiffness,It's a Beautiful Day (Reprise),162985,72,False,0.768,0.444,0,-8.584,1,0.0527,0.746,0,0.279,0.686,134.096,4
Viral 50 - USA_34,spotify:track:58edubUqtCDoirPaUAZ1b4,Official Breezy,BAD BITCHES,129619,59,True,0.707,0.466,1,-11.326,1,0.297,0.0285,1.88e-05,0.238,0.303,163.124,4
Viral 50 - USA_35,spotify:track:2Wcayoq6j45Q8tWAW09iy0,DJ ACHH,Tata X Jenn Carter - OTR Cypher x tell ‘em,95425,65,False,0.767,0.676,1,-10.551,1,0.335,0.49,0,0.17,0.615,143.977,4
Viral 50 - USA_36,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,185506,89,False,0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,4
Viral 50 - USA_37,spotify:track:6VfjKPhMwcPJYTBgB3k7xo,RENEE,Nunca Tristes (Me Vale Madre),204426,43,True,0.849,0.538,2,-4.425,1,0.0796,0.429,0.000118,0.118,0.623,88.994,4
Viral 50 - USA_38,spotify:track:5tX5qGeEImk2CZYyGHrq9I,Catch Your Breath,Dial Tone,200495,70,False,0.507,0.816,4,-5.419,0,0.0436,0.00118,0,0.0972,0.239,91.068,4
Viral 50 - USA_39,spotify:track:3NanY0K4okhIQzL33U5Ad8,PinkPantheress,Boy's a liar,131253,83,False,0.656,0.838,5,-8.407,1,0.041,0.25,0.00281,0.207,0.74,132.981,4
Viral 50 - USA_40,spotify:track:6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,239986,81,False,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,4
Viral 50 - USA_41,spotify:track:1635wWSdp29PO3GxYhy991,Jengi,Bel Mercy,169606,78,False,0.941,0.753,6,-4.905,1,0.0905,0.458,0.61,0.109,0.681,127.02,4
Viral 50 - USA_42,spotify:track:646pXmilpKaPZIjgHzwPhR,Big Boss Vette,Pretty Girls Walk,140053,67,True,0.923,0.678,9,-7.124,1,0.0837,0.027,0.00598,0.0656,0.72,90.013,4
Viral 50 - USA_43,spotify:track:5bZjb7xKqLqa58QiUBcVvl,HUGEL,Marianela (Que Pasa),145766,67,False,0.828,0.893,1,-3.344,1,0.0496,0.033,0.00535,0.0811,0.602,124.043,4
Viral 50 - USA_44,spotify:track:6tdIXKADoiJMTG5buEqxp3,21 Lil Harold,Ain't On None (feat. 21 Savage),170701,62,True,0.709,0.661,5,-6.02,0,0.245,0.0157,1.99e-06,0.0846,0.329,170.051,4
Viral 50 - USA_45,spotify:track:1Nx7KvCw6D3O0W2HwYg9tq,Paramore,C’est Comme Ça,149251,63,False,0.791,0.76,1,-5.603,1,0.0296,0.00206,0.000112,0.0522,0.957,131.949,4
Viral 50 - USA_46,spotify:track:61AZsmFB3VoJdmraMk5ZSn,TAEYANG,VIBE (feat. Jimin of BTS),175775,81,False,0.78,0.683,0,-5.319,1,0.0575,0.0801,0,0.22,0.608,100.049,4
Viral 50 - USA_47,spotify:track:2r7BOWS3bEYjEUbLiH8kVM,Mimi Webb,Red Flags,141971,75,False,0.841,0.65,8,-5.627,1,0.131,0.021,4.15e-06,0.0694,0.748,129.979,4
Viral 50 - USA_48,spotify:track:3TzPVU3jj6YdTunVdKimiQ,phonk.me,GHOST!,231704,73,False,0.584,0.94,0,-3.262,1,0.0993,0.023,0.436,0.198,0.406,125.03,4
Viral 50 - USA_49,spotify:track:78Sw5GDo6AlGwTwanjXbGh,d4vd,Here With Me,242484,91,False,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4
New Music Friday_0,spotify:track:5NRtdsFFlmyE8qDMgS08PE,Paramore,Running Out Of Time,192440,66,False,0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,4
New Music Friday_1,spotify:track:0rc1HCVoReqzzXF9jssqZk,Lizzo,Special (feat. SZA),174748,68,True,0.464,0.724,7,-5.019,1,0.0705,0.0188,0,0.679,0.303,82.526,4
New Music Friday_2,spotify:track:12Us8e6NFesdkXKf4StU1I,Central Cee,Me & You,187034,64,True,0.603,0.667,10,-8.716,0,0.367,0.0861,0,0.0745,0.655,141.561,4
New Music Friday_3,spotify:track:6m3T4RHAMaSIKUDsxko43y,d4vd,Placebo Effect,191493,63,False,0.475,0.243,4,-11.209,1,0.0262,0.823,0,0.115,0.108,61.317,4
New Music Friday_4,spotify:track:7eQpbVg3tjHmtdOlAHxaTr,Beyoncé,CUFF IT - WETTER REMIX,249406,61,True,0.66,0.688,7,-6.34,1,0.0564,0.434,0,0.489,0.65,118.05,4
New Music Friday_5,spotify:track:2Y67qsABsPKMrvCxPCzL6r,Dove Cameron,We Go Down Together (with Khalid),184963,66,False,0.494,0.348,9,-9.791,0,0.03,0.652,1.07e-05,0.0859,0.134,104.923,3
New Music Friday_6,spotify:track:6bVtAHmzr3X8pwJ2TpeF2G,The Kid LAROI,Kids Are Growing Up (Part 1),121369,63,True,0.714,0.462,1,-10.627,0,0.354,0.79,0.000158,0.121,0.889,82.103,4
New Music Friday_7,spotify:track:3qXsX3mYSsD1DmAvc3PE3N,Luke Combs,Love You Anyway,229626,70,False,0.532,0.489,4,-7.419,1,0.0311,0.149,0,0.237,0.32,139.807,4
New Music Friday_8,spotify:track:2tX3PY8eP3h9XaBcLXuRBa,Jason Derulo,Saturday/Sunday,166572,66,False,0.698,0.781,8,-5.615,0,0.0401,0.143,0,0.0762,0.851,124.017,4
New Music Friday_9,spotify:track:6maTPqynTmrkWIralgGaoP,Mae Stephens,If We Ever Broke Up,142758,66,True,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,4
New Music Friday_10,spotify:track:7Fh8xCGwV1QHuhBPKu1i4m,Megan Moroney,I'm Not Pretty,181066,54,False,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78e-05,0.186,0.705,128.101,4
New Music Friday_11,spotify:track:28a302Jx34OM1z5qG7ykMJ,Lauren Spencer Smith,Best Friend Breakup,141060,58,False,0.678,0.572,5,-4.99,0,0.129,0.2,2.83e-06,0.102,0.533,82.0,3
New Music Friday_12,spotify:track:21rYCEejlfM0LYRlfzxGeM,Lovejoy,Call Me What You Like,226077,68,True,0.517,0.891,0,-6.749,0,0.101,0.00905,0.0245,0.0654,0.363,152.007,4
New Music Friday_13,spotify:track:5V9XFfvCG4WP5ZdISOLvaF,Ayra Starr,Sability,166558,56,False,0.845,0.7,4,-8.737,0,0.0391,0.1,0.00113,0.0984,0.85,119.997,4
New Music Friday_14,spotify:track:4AwJSk491AvHk2AAJReGzZ,Daniel Caesar,Let Me Go,216524,62,False,0.601,0.481,7,-8.366,0,0.0634,0.689,0.0033,0.109,0.484,152.994,4
New Music Friday_15,spotify:track:1KrC1a04RkYrJB02M35hET,Gracie Abrams,Amelie,259592,59,False,0.461,0.258,2,-12.424,1,0.0355,0.892,0.000129,0.105,0.377,121.354,4
New Music Friday_16,spotify:track:1uARdgGLXhSrvw4rFQ8NDQ,French Montana,RATATAAAAA,124953,51,True,0.653,0.818,6,-6.088,1,0.251,0.0135,9.36e-06,0.3,0.431,150.172,4
New Music Friday_17,spotify:track:46DB28jumopDyMuYhjoydV,NAV,Lately,230533,56,True,0.821,0.501,0,-8.27,0,0.0471,0.194,1.71e-05,0.109,0.385,124.966,4
New Music Friday_18,spotify:track:47ckAjwHu73FP7DKZHyyRX,Bailey Zimmerman,Fix'n To Break,232894,59,False,0.455,0.721,5,-6.421,1,0.0269,0.376,2.37e-06,0.116,0.362,152.031,4
New Music Friday_19,spotify:track:164QjgWOxnSZYHQghRKeC0,Tove Lo,Borderline,193381,61,False,0.727,0.695,7,-6.19,0,0.0518,0.00839,0,0.11,0.811,127.995,4
New Music Friday_20,spotify:track:2cK6tRFd7PRPFY1ZwJAKeq,Ashnikko,You Make Me Sick!,138299,59,True,0.839,0.856,10,-3.468,0,0.159,0.0259,0,0.1,0.524,80.532,4
New Music Friday_21,spotify:track:21wkixaulehrFctAvEhvQl,YG,"Let's Ride (feat. YG, Ty Dolla $ign, Lambo4oe) - Trailer Anthem",191757,56,True,0.611,0.554,8,-8.122,1,0.064,0.0339,0.00418,0.183,0.233,95.375,4
New Music Friday_22,spotify:track:4q05KbxYZ5JdkmrletgPjF,Jax Jones,Whistle (feat. Calum Scott),181957,58,False,0.701,0.88,10,-4.56,0,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,4
New Music Friday_23,spotify:track:538txyi52ZOwzWxIQsCT12,BoyWithUke,Rockstar,193526,59,True,0.685,0.549,7,-6.826,1,0.0361,0.0409,0,0.136,0.614,115.039,4
New Music Friday_24,spotify:track:0S0nfzQqlGHthICsbSWG9A,Harriette,Goodbye Texas,214424,42,False,0.522,0.592,2,-6.002,1,0.0317,0.0646,0,0.126,0.673,178.143,4
New Music Friday_25,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,Grupo Marca Registrada,Di Que Si,190553,65,False,0.57,0.589,9,-5.378,1,0.0488,0.0753,0,0.0582,0.796,182.318,4
New Music Friday_26,spotify:track:0u4warxXglSh16oXyMEpoB,Bakar,Good News,190348,54,False,0.689,0.666,7,-5.147,1,0.0391,0.557,1.9e-06,0.115,0.197,105.006,4
New Music Friday_27,spotify:track:0UYNa7reQKIbADXr8iN28w,Jessie Murph,What Happened to Ryan,155591,55,True,0.497,0.445,4,-7.494,1,0.0737,0.742,0,0.0934,0.194,80.65,4
New Music Friday_28,spotify:track:6YufjjSqUweXdQHduL76zr,BENEE,Green Honda,166981,53,True,0.746,0.705,6,-5.615,0,0.0518,0.0133,0,0.22,0.97,136.916,4
New Music Friday_29,spotify:track:6oAiUgrZtKQIX3uWYy3MTz,Zolita,Crazy Ex,149640,42,True,0.686,0.68,11,-5.535,1,0.0872,0.00686,0,0.0686,0.593,99.02,4
New Music Friday_30,spotify:track:5amHfOkbZVOopRkYqB4aqL,Leith Ross,(You) On My Arm,245845,49,False,0.589,0.622,3,-7.302,1,0.0386,0.116,0.000227,0.321,0.401,97.995,4
New Music Friday_31,spotify:track:5ipyh2SML7XT0dfj38ln2w,Kelela,Enough for Love,265722,49,False,0.363,0.498,9,-11.249,0,0.155,0.367,0.00213,0.638,0.251,75.885,1
New Music Friday_32,spotify:track:6G0ldVNlhQf82Rf3pWjAyQ,MEDUZA,Pegasus,180533,58,False,0.583,0.884,5,-7.19,0,0.0396,0.0417,0.0398,0.296,0.396,125.042,4
New Music Friday_33,spotify:track:3x8NQJlgdzI5aWMVkB3BIp,Pierce The Veil,Death Of An Executioner,267800,59,False,0.358,0.893,6,-4.551,0,0.18,0.00185,0.000203,0.164,0.31,124.027,4
New Music Friday_34,spotify:track:373gDROnujxNTFa1FojYIl,Linkin Park,Lost,199342,74,False,0.596,0.798,0,-4.63,1,0.0285,0.00412,0,0.338,0.459,105.01,4
New Music Friday_35,spotify:track:3AKkLwxzhWbWjIJ9PblETv,JAWNY,fall in love,229264,44,False,0.485,0.491,0,-8.027,1,0.0371,0.33,0.00188,0.133,0.154,134.982,4
New Music Friday_36,spotify:track:3ocupZmiN2ZqQjTVntVtLv,Saint Harison,homies,225068,48,False,0.646,0.347,5,-5.168,1,0.0327,0.784,0,0.116,0.422,91.578,3
New Music Friday_37,spotify:track:5vM3lY16JDdkHtF3AYkZkM,Daughter,Party,267994,45,False,0.738,0.598,8,-8.174,1,0.0276,0.204,0.909,0.074,0.768,100.008,4
New Music Friday_38,spotify:track:0EWHn0McVO8Ewbkqvh53AD,Indigo De Souza,Younger & Dumber,279040,48,False,0.474,0.193,9,-10.76,1,0.0315,0.671,1.93e-05,0.0999,0.15,143.928,4
New Music Friday_39,spotify:track:3qF500J2gDAYbxhXAAPO0X,Chiiild,Antidote,169687,43,False,0.583,0.733,8,-7.766,1,0.0326,0.361,0.114,0.267,0.597,141.021,4
New Music Friday_40,spotify:track:5VRVc5Cq5MbKJG5llJ8XvH,Lucky Daye,"Careful (From The Original Motion Picture ""Magic Mike's Last Dance"")",192787,48,True,0.703,0.537,1,-8.69,1,0.0311,0.0114,0.0013,0.274,0.148,101.959,4
New Music Friday_41,spotify:track:4Wlz0HsHZlJy0NDK2h6jq6,Babyface Ray,Ron Artest,153392,59,True,0.836,0.54,1,-8.629,1,0.327,0.158,0,0.302,0.277,121.979,4
New Music Friday_42,spotify:track:7x5u4be4YDbkD31q3tNj2u,Hitkidd,You The Type,205946,45,True,0.799,0.696,9,-4.374,1,0.353,0.00903,0,0.125,0.667,149.25,4
New Music Friday_43,spotify:track:7gJynFtygTiif6xdoipmUm,LUM!X,Forget You (with Gabry Ponte),138620,52,False,0.52,0.834,3,-6.442,0,0.0845,0.0125,1.94e-05,0.0955,0.134,145.066,4
New Music Friday_44,spotify:track:2aucJuYeU78veki8dBqzzW,Mau y Ricky,Miami,130653,53,False,0.807,0.823,4,-3.486,1,0.0888,0.0165,0,0.101,0.845,92.987,4
New Music Friday_45,spotify:track:4xmdiLvEEZ9Oc5i3SS57O4,Kevin Gates,Breakfast,210396,53,True,0.774,0.574,6,-7.998,0,0.219,0.0106,1.65e-06,0.271,0.763,127.981,4
New Music Friday_46,spotify:track:4HBYReb8ynLCDpLWvMHJ5d,Logic,Paradise II (feat. Norah Jones) - Single Version,207386,55,True,0.724,0.816,9,-2.513,0,0.228,0.219,0,0.137,0.763,87.399,4
New Music Friday_47,spotify:track:6xtrDPyrkb0TGehCWrAyol,RIZ LA VIE,Haven,163688,37,False,0.612,0.725,2,-6.367,1,0.159,0.203,0,0.111,0.372,152.857,4
New Music Friday_48,spotify:track:5OqdP2X00J7oOfJ2YCMgzH,Sam Hunt,Walmart,204026,53,False,0.505,0.541,6,-4.336,1,0.0372,0.679,0,0.111,0.288,117.85,4
New Music Friday_49,spotify:track:5gTCp2dIRTLgJ8ZZllw0bR,Beck,Thinking About You,217463,48,False,0.553,0.356,7,-9.022,1,0.0282,0.83,0.31,0.14,0.382,125.677,3
New Music Friday_50,spotify:track:4nNQHLhhjwAAmcm9Zcrebd,Abraham Alexander,Tears Run Dry,254725,37,False,0.574,0.413,1,-8.697,0,0.0308,0.238,0,0.126,0.333,52.024,4
New Music Friday_51,spotify:track:4YGql2q12wnXTdMvTm5573,Chase Rice,Oklahoma (feat. Read Southall Band),458173,47,False,0.338,0.922,11,-3.81,0,0.0966,0.00468,0.0256,0.331,0.324,135.925,4
New Music Friday_52,spotify:track:1XqWSF1yKnKdEkgZ2JWouq,Ali Gatie,All Comes Back To You,196242,51,False,0.555,0.428,6,-7.539,1,0.0461,0.746,0,0.126,0.297,141.809,4
New Music Friday_53,spotify:track:3TiVl5igD6Z5Pw6R5sp8YV,Depeche Mode,Ghosts Again,238945,64,False,0.589,0.748,6,-4.767,0,0.0259,0.000438,0.0349,0.16,0.334,115.01,4
New Music Friday_54,spotify:track:6YjVrP2g7gJYh3aXkgnspC,salute,Wait For It,239668,42,False,0.732,0.885,1,-4.538,1,0.129,0.000639,0.00127,0.032,0.809,133.018,4
New Music Friday_55,spotify:track:0wKu5WLVVfwANu0GJGSUja,Marshmello,Eternal,140800,57,False,0.766,0.869,11,-5.011,1,0.164,0.25,0.424,0.239,0.493,150.02,4
New Music Friday_56,spotify:track:3kUAdSRSrERn2yDfm8J9kU,M83,Amnesia,243354,46,False,0.399,0.711,5,-5.855,1,0.0321,0.0324,0.0631,0.114,0.102,139.972,4
New Music Friday_57,spotify:track:3oWGBitSdsizfiIlCfwUqV,Andy Shauf,Halloween Store,179280,42,False,0.648,0.496,0,-13.785,1,0.0391,0.0983,0.131,0.228,0.627,139.859,4
New Music Friday_58,spotify:track:2dldFaASbSWz8uzz9KY2al,Jordan Ward,CHERIMOYA,129080,41,True,0.509,0.334,1,-13.583,0,0.0751,0.88,0.0029,0.157,0.353,85.076,4
New Music Friday_59,spotify:track:4lhinIXb37RqJRnbnTgOcg,Kash Doll,OH BOY,222500,41,True,0.604,0.725,7,-6.63,1,0.373,0.017,0,0.453,0.347,192.286,4
New Music Friday_60,spotify:track:1UFCw2ZU50ZXdjHUtKg9mp,Danny Towers,Florida Water (feat. Luh Tyler),223708,46,True,0.501,0.655,1,-9.482,1,0.596,0.206,0,0.1,0.605,79.797,4
New Music Friday_61,spotify:track:4XzeThE3txvCBIrP40tj85,Anyma,Eternity,186284,51,False,0.606,0.884,8,-5.897,1,0.0412,0.00541,0.848,0.102,0.243,125.045,4
New Music Friday_62,spotify:track:6PUo33nojdU5hWhMR0zRuf,Jessie Ware,Pearls,243106,55,False,0.636,0.832,9,-5.049,0,0.126,0.0171,0.00207,0.205,0.748,122.997,4
New Music Friday_63,spotify:track:0OdRKPM36edHZ8OEpbrDCu,Sabrina Claudio,Nurture,211384,48,False,0.564,0.518,0,-9.456,0,0.0381,0.758,0.000319,0.206,0.214,130.024,4
New Music Friday_64,spotify:track:2cx6YvfaDNCIc0baeqMKxx,Zacari,Motions,208860,41,True,0.51,0.496,1,-8.923,1,0.248,0.0187,2.8e-06,0.1,0.355,83.823,4
New Music Friday_65,spotify:track:4GISsjjHTA2UyM9DY4DNgY,Jeremy Zucker,internet crush,202735,55,False,0.361,0.338,11,-9.878,1,0.0816,0.444,2.59e-05,0.362,0.108,152.434,4
New Music Friday_66,spotify:track:6VoKd5RwrDOM39EtbsP79I,Limoblaze,Two,168227,34,False,0.799,0.81,4,-6.588,0,0.0809,0.272,0.000969,0.193,0.533,104.996,4
New Music Friday_67,spotify:track:1SNJRCOuSinxdGq7e4gB7K,Devon Gilfillian,All I Really Wanna Do,222080,35,False,0.697,0.702,5,-7.025,0,0.0905,0.15,0.0486,0.0829,0.777,163.945,4
